researcher_id,researcher_name,paper_count,paper_ids,categories,research_text
Paul F. M. J. Verschure,Paul F. M. J. Verschure,1,http://arxiv.org/abs/2012.13779v1,cs.AI;q-bio.NC;stat.ML,"towards sample-efficient episodic control with dac-ml. the sample-inefficiency problem in artificial intelligence refers to the inability of current deep reinforcement learning models to optimize action policies within a small number of episodes. recent studies have tried to overcome this limitation by adding memory systems and architectural biases to improve learning speed, such as in episodic reinforcement learning. however, despite achieving incremental improvements, their performance is still not comparable to how humans learn behavioral policies. in this paper, we capitalize on the design principles of the distributed adaptive control (dac) theory of mind and brain to build a novel cognitive architecture (dac-ml) that, by incorporating a hippocampus-inspired sequential memory system, can rapidly converge to effective action policies that maximize reward acquisition in a challenging foraging task."
Cheng Tang,Cheng Tang,1,http://arxiv.org/abs/2012.14005v1,cs.AI;cs.CL;cs.IR;cs.LG,"neural document expansion for ad-hoc information retrieval. recently, nogueira et al. [2019] proposed a new approach to document expansion based on a neural seq2seq model, showing significant improvement on short text retrieval task. however, this approach needs a large amount of in-domain training data. in this paper, we show that this neural document expansion approach can be effectively adapted to standard ir tasks, where labels are scarce and many long documents are present."
Andrew Arnold,Andrew Arnold,1,http://arxiv.org/abs/2012.14005v1,cs.AI;cs.CL;cs.IR;cs.LG,"neural document expansion for ad-hoc information retrieval. recently, nogueira et al. [2019] proposed a new approach to document expansion based on a neural seq2seq model, showing significant improvement on short text retrieval task. however, this approach needs a large amount of in-domain training data. in this paper, we show that this neural document expansion approach can be effectively adapted to standard ir tasks, where labels are scarce and many long documents are present."
David Acuna,David Acuna,1,http://arxiv.org/abs/1904.07934v2,cs.AI;cs.CV,"devil is in the edges: learning semantic boundaries from noisy annotations. we tackle the problem of semantic boundary prediction, which aims to identify pixels that belong to object(class) boundaries. we notice that relevant datasets consist of a significant level of label noise, reflecting the fact that precise annotations are laborious to get and thus annotators trade-off quality with efficiency. we aim to learn sharp and precise semantic boundaries by explicitly reasoning about annotation noise during training. we propose a simple new layer and loss that can be used with existing learning-based boundary detectors. our layer/loss enforces the detector to predict a maximum response along the normal direction at an edge, while also regularizing its direction. we further reason about true object boundaries during training using a level set formulation, which allows the network to learn from misaligned labels in an end-to-end fashion. experiments show that we improve over the casenet backbone network by more than 4% in terms of mf(ods) and 18.61% in terms of ap, outperforming all current state-of-the-art methods including those that deal with alignment. furthermore, we show that our learned network can be used to significantly improve coarse segmentation labels, lending itself as an efficient way to label new data."
Amlan Kar,Amlan Kar,1,http://arxiv.org/abs/1904.07934v2,cs.AI;cs.CV,"devil is in the edges: learning semantic boundaries from noisy annotations. we tackle the problem of semantic boundary prediction, which aims to identify pixels that belong to object(class) boundaries. we notice that relevant datasets consist of a significant level of label noise, reflecting the fact that precise annotations are laborious to get and thus annotators trade-off quality with efficiency. we aim to learn sharp and precise semantic boundaries by explicitly reasoning about annotation noise during training. we propose a simple new layer and loss that can be used with existing learning-based boundary detectors. our layer/loss enforces the detector to predict a maximum response along the normal direction at an edge, while also regularizing its direction. we further reason about true object boundaries during training using a level set formulation, which allows the network to learn from misaligned labels in an end-to-end fashion. experiments show that we improve over the casenet backbone network by more than 4% in terms of mf(ods) and 18.61% in terms of ap, outperforming all current state-of-the-art methods including those that deal with alignment. furthermore, we show that our learned network can be used to significantly improve coarse segmentation labels, lending itself as an efficient way to label new data."
Sanja Fidler,Sanja Fidler,1,http://arxiv.org/abs/1904.07934v2,cs.AI;cs.CV,"devil is in the edges: learning semantic boundaries from noisy annotations. we tackle the problem of semantic boundary prediction, which aims to identify pixels that belong to object(class) boundaries. we notice that relevant datasets consist of a significant level of label noise, reflecting the fact that precise annotations are laborious to get and thus annotators trade-off quality with efficiency. we aim to learn sharp and precise semantic boundaries by explicitly reasoning about annotation noise during training. we propose a simple new layer and loss that can be used with existing learning-based boundary detectors. our layer/loss enforces the detector to predict a maximum response along the normal direction at an edge, while also regularizing its direction. we further reason about true object boundaries during training using a level set formulation, which allows the network to learn from misaligned labels in an end-to-end fashion. experiments show that we improve over the casenet backbone network by more than 4% in terms of mf(ods) and 18.61% in terms of ap, outperforming all current state-of-the-art methods including those that deal with alignment. furthermore, we show that our learned network can be used to significantly improve coarse segmentation labels, lending itself as an efficient way to label new data."
Mathieu Roche,Mathieu Roche,1,http://arxiv.org/abs/1904.08010v1,cs.AI;cs.DB;cs.IR,"how to define co-occurrence in different domains of study?. this position paper presents a comparative study of co-occurrences. some similarities and differences in the definition exist depending on the research domain (e.g. linguistics, nlp, computer science). this paper discusses these points, and deals with the methodological aspects in order to identify co-occurrences in a multidisciplinary paradigm."
Kai Feng,Kai Feng,1,http://arxiv.org/abs/1905.02810v1,cs.AI;econ.GN;stat.ME;stat.ML,decision making with machine learning and roc curves. the receiver operating characteristic (roc) curve is a representation of the statistical information discovered in binary classification problems and is a key concept in machine learning and data science. this paper studies the statistical properties of roc curves and its implication on model selection. we analyze the implications of different models of incentive heterogeneity and information asymmetry on the relation between human decisions and the roc curves. our theoretical discussion is illustrated in the context of a large data set of pregnancy outcomes and doctor diagnosis from the pre-pregnancy checkups of reproductive age couples in henan province provided by the chinese ministry of health.
Han Hong,Han Hong,1,http://arxiv.org/abs/1905.02810v1,cs.AI;econ.GN;stat.ME;stat.ML,decision making with machine learning and roc curves. the receiver operating characteristic (roc) curve is a representation of the statistical information discovered in binary classification problems and is a key concept in machine learning and data science. this paper studies the statistical properties of roc curves and its implication on model selection. we analyze the implications of different models of incentive heterogeneity and information asymmetry on the relation between human decisions and the roc curves. our theoretical discussion is illustrated in the context of a large data set of pregnancy outcomes and doctor diagnosis from the pre-pregnancy checkups of reproductive age couples in henan province provided by the chinese ministry of health.
Ke Tang,Ke Tang,1,http://arxiv.org/abs/1905.02810v1,cs.AI;econ.GN;stat.ME;stat.ML,decision making with machine learning and roc curves. the receiver operating characteristic (roc) curve is a representation of the statistical information discovered in binary classification problems and is a key concept in machine learning and data science. this paper studies the statistical properties of roc curves and its implication on model selection. we analyze the implications of different models of incentive heterogeneity and information asymmetry on the relation between human decisions and the roc curves. our theoretical discussion is illustrated in the context of a large data set of pregnancy outcomes and doctor diagnosis from the pre-pregnancy checkups of reproductive age couples in henan province provided by the chinese ministry of health.
Jingyuan Wang,Jingyuan Wang,1,http://arxiv.org/abs/1905.02810v1,cs.AI;econ.GN;stat.ME;stat.ML,decision making with machine learning and roc curves. the receiver operating characteristic (roc) curve is a representation of the statistical information discovered in binary classification problems and is a key concept in machine learning and data science. this paper studies the statistical properties of roc curves and its implication on model selection. we analyze the implications of different models of incentive heterogeneity and information asymmetry on the relation between human decisions and the roc curves. our theoretical discussion is illustrated in the context of a large data set of pregnancy outcomes and doctor diagnosis from the pre-pregnancy checkups of reproductive age couples in henan province provided by the chinese ministry of health.
Benyamin Ghojogh,Benyamin Ghojogh,1,http://arxiv.org/abs/1905.02845v1,cs.AI;cs.CV;cs.LG;stat.ML,"feature selection and feature extraction in pattern analysis: a literature review. pattern analysis often requires a pre-processing stage for extracting or selecting features in order to help the classification, prediction, or clustering stage discriminate or represent the data in a better way. the reason for this requirement is that the raw data are complex and difficult to process without extracting or selecting appropriate features beforehand. this paper reviews theory and motivation of different common methods of feature selection and extraction and introduces some of their applications. some numerical implementations are also shown for these methods. finally, the methods in feature selection and extraction are compared."
Maria N. Samad,Maria N. Samad,1,http://arxiv.org/abs/1905.02845v1,cs.AI;cs.CV;cs.LG;stat.ML,"feature selection and feature extraction in pattern analysis: a literature review. pattern analysis often requires a pre-processing stage for extracting or selecting features in order to help the classification, prediction, or clustering stage discriminate or represent the data in a better way. the reason for this requirement is that the raw data are complex and difficult to process without extracting or selecting appropriate features beforehand. this paper reviews theory and motivation of different common methods of feature selection and extraction and introduces some of their applications. some numerical implementations are also shown for these methods. finally, the methods in feature selection and extraction are compared."
Sayema Asif Mashhadi,Sayema Asif Mashhadi,1,http://arxiv.org/abs/1905.02845v1,cs.AI;cs.CV;cs.LG;stat.ML,"feature selection and feature extraction in pattern analysis: a literature review. pattern analysis often requires a pre-processing stage for extracting or selecting features in order to help the classification, prediction, or clustering stage discriminate or represent the data in a better way. the reason for this requirement is that the raw data are complex and difficult to process without extracting or selecting appropriate features beforehand. this paper reviews theory and motivation of different common methods of feature selection and extraction and introduces some of their applications. some numerical implementations are also shown for these methods. finally, the methods in feature selection and extraction are compared."
Tania Kapoor,Tania Kapoor,1,http://arxiv.org/abs/1905.02845v1,cs.AI;cs.CV;cs.LG;stat.ML,"feature selection and feature extraction in pattern analysis: a literature review. pattern analysis often requires a pre-processing stage for extracting or selecting features in order to help the classification, prediction, or clustering stage discriminate or represent the data in a better way. the reason for this requirement is that the raw data are complex and difficult to process without extracting or selecting appropriate features beforehand. this paper reviews theory and motivation of different common methods of feature selection and extraction and introduces some of their applications. some numerical implementations are also shown for these methods. finally, the methods in feature selection and extraction are compared."
Wahab Ali,Wahab Ali,1,http://arxiv.org/abs/1905.02845v1,cs.AI;cs.CV;cs.LG;stat.ML,"feature selection and feature extraction in pattern analysis: a literature review. pattern analysis often requires a pre-processing stage for extracting or selecting features in order to help the classification, prediction, or clustering stage discriminate or represent the data in a better way. the reason for this requirement is that the raw data are complex and difficult to process without extracting or selecting appropriate features beforehand. this paper reviews theory and motivation of different common methods of feature selection and extraction and introduces some of their applications. some numerical implementations are also shown for these methods. finally, the methods in feature selection and extraction are compared."
Fakhri Karray,Fakhri Karray,1,http://arxiv.org/abs/1905.02845v1,cs.AI;cs.CV;cs.LG;stat.ML,"feature selection and feature extraction in pattern analysis: a literature review. pattern analysis often requires a pre-processing stage for extracting or selecting features in order to help the classification, prediction, or clustering stage discriminate or represent the data in a better way. the reason for this requirement is that the raw data are complex and difficult to process without extracting or selecting appropriate features beforehand. this paper reviews theory and motivation of different common methods of feature selection and extraction and introduces some of their applications. some numerical implementations are also shown for these methods. finally, the methods in feature selection and extraction are compared."
Mark Crowley,Mark Crowley,1,http://arxiv.org/abs/1905.02845v1,cs.AI;cs.CV;cs.LG;stat.ML,"feature selection and feature extraction in pattern analysis: a literature review. pattern analysis often requires a pre-processing stage for extracting or selecting features in order to help the classification, prediction, or clustering stage discriminate or represent the data in a better way. the reason for this requirement is that the raw data are complex and difficult to process without extracting or selecting appropriate features beforehand. this paper reviews theory and motivation of different common methods of feature selection and extraction and introduces some of their applications. some numerical implementations are also shown for these methods. finally, the methods in feature selection and extraction are compared."
Qiuyun Zhang,Qiuyun Zhang,1,http://arxiv.org/abs/1905.01984v1,cs.AI;cs.CL;cs.HC,"ai-powered text generation for harmonious human-machine interaction: current state and future directions. in the last two decades, the landscape of text generation has undergone tremendous changes and is being reshaped by the success of deep learning. new technologies for text generation ranging from template-based methods to neural network-based methods emerged. meanwhile, the research objectives have also changed from generating smooth and coherent sentences to infusing personalized traits to enrich the diversification of newly generated content. with the rapid development of text generation solutions, one comprehensive survey is urgent to summarize the achievements and track the state of the arts. in this survey paper, we present the general systematical framework, illustrate the widely utilized models and summarize the classic applications of text generation."
Bin Guo,Bin Guo,1,http://arxiv.org/abs/1905.01984v1,cs.AI;cs.CL;cs.HC,"ai-powered text generation for harmonious human-machine interaction: current state and future directions. in the last two decades, the landscape of text generation has undergone tremendous changes and is being reshaped by the success of deep learning. new technologies for text generation ranging from template-based methods to neural network-based methods emerged. meanwhile, the research objectives have also changed from generating smooth and coherent sentences to infusing personalized traits to enrich the diversification of newly generated content. with the rapid development of text generation solutions, one comprehensive survey is urgent to summarize the achievements and track the state of the arts. in this survey paper, we present the general systematical framework, illustrate the widely utilized models and summarize the classic applications of text generation."
Hao Wang,Hao Wang,1,http://arxiv.org/abs/1905.01984v1,cs.AI;cs.CL;cs.HC,"ai-powered text generation for harmonious human-machine interaction: current state and future directions. in the last two decades, the landscape of text generation has undergone tremendous changes and is being reshaped by the success of deep learning. new technologies for text generation ranging from template-based methods to neural network-based methods emerged. meanwhile, the research objectives have also changed from generating smooth and coherent sentences to infusing personalized traits to enrich the diversification of newly generated content. with the rapid development of text generation solutions, one comprehensive survey is urgent to summarize the achievements and track the state of the arts. in this survey paper, we present the general systematical framework, illustrate the widely utilized models and summarize the classic applications of text generation."
Yunji Liang,Yunji Liang,1,http://arxiv.org/abs/1905.01984v1,cs.AI;cs.CL;cs.HC,"ai-powered text generation for harmonious human-machine interaction: current state and future directions. in the last two decades, the landscape of text generation has undergone tremendous changes and is being reshaped by the success of deep learning. new technologies for text generation ranging from template-based methods to neural network-based methods emerged. meanwhile, the research objectives have also changed from generating smooth and coherent sentences to infusing personalized traits to enrich the diversification of newly generated content. with the rapid development of text generation solutions, one comprehensive survey is urgent to summarize the achievements and track the state of the arts. in this survey paper, we present the general systematical framework, illustrate the widely utilized models and summarize the classic applications of text generation."
Shaoyang Hao,Shaoyang Hao,1,http://arxiv.org/abs/1905.01984v1,cs.AI;cs.CL;cs.HC,"ai-powered text generation for harmonious human-machine interaction: current state and future directions. in the last two decades, the landscape of text generation has undergone tremendous changes and is being reshaped by the success of deep learning. new technologies for text generation ranging from template-based methods to neural network-based methods emerged. meanwhile, the research objectives have also changed from generating smooth and coherent sentences to infusing personalized traits to enrich the diversification of newly generated content. with the rapid development of text generation solutions, one comprehensive survey is urgent to summarize the achievements and track the state of the arts. in this survey paper, we present the general systematical framework, illustrate the widely utilized models and summarize the classic applications of text generation."
Zhiwen Yu,Zhiwen Yu,1,http://arxiv.org/abs/1905.01984v1,cs.AI;cs.CL;cs.HC,"ai-powered text generation for harmonious human-machine interaction: current state and future directions. in the last two decades, the landscape of text generation has undergone tremendous changes and is being reshaped by the success of deep learning. new technologies for text generation ranging from template-based methods to neural network-based methods emerged. meanwhile, the research objectives have also changed from generating smooth and coherent sentences to infusing personalized traits to enrich the diversification of newly generated content. with the rapid development of text generation solutions, one comprehensive survey is urgent to summarize the achievements and track the state of the arts. in this survey paper, we present the general systematical framework, illustrate the widely utilized models and summarize the classic applications of text generation."
Heguang Liu,Heguang Liu,1,http://arxiv.org/abs/1905.02019v1,cs.AI;cs.CL;cs.LG;stat.ML,"conditioning lstm decoder and bi-directional attention based question answering system. applying neural-networks on question answering has gained increasing popularity in recent years. in this paper, i implemented a model with bi-directional attention flow layer, connected with a multi-layer lstm encoder, connected with one start-index decoder and one conditioning end-index decoder. i introduce a new end-index decoder layer, conditioning on start-index output. the experiment shows this has increased model performance by 15.16%. for prediction, i proposed a new smart-span equation, rewarding both short answer length and high probability in start-index and end-index, which further improved the prediction accuracy. the best single model achieves an f1 score of 73.97% and em score of 64.95% on test set."
Bin Yang,Bin Yang,1,http://arxiv.org/abs/1905.03362v1,cs.AI,"2-bit model compression of deep convolutional neural network on asic engine for image retrieval. image retrieval utilizes image descriptors to retrieve the most similar images to a given query image. convolutional neural network (cnn) is becoming the dominant approach to extract image descriptors for image retrieval. for low-power hardware implementation of image retrieval, the drawback of cnn-based feature descriptor is that it requires hundreds of megabytes of storage. to address this problem, this paper applies deep model quantization and compression to cnn in asic chip for image retrieval. it is demonstrated that the cnn-based features descriptor can be extracted using as few as 2-bit weights quantization to deliver a similar performance as floating-point model for image retrieval. in addition, to implement cnn in asic, especially for large scale images, the limited buffer size of chips should be considered. to retrieve large scale images, we propose an improved pooling strategy, region nested invariance pooling (rnip), which uses cropped sub-images for cnn. testing results on chip show that integrating rnip with the proposed 2-bit cnn model compression approach is capable of retrieving large scale images."
Lin Yang,Lin Yang,1,http://arxiv.org/abs/1905.03362v1,cs.AI,"2-bit model compression of deep convolutional neural network on asic engine for image retrieval. image retrieval utilizes image descriptors to retrieve the most similar images to a given query image. convolutional neural network (cnn) is becoming the dominant approach to extract image descriptors for image retrieval. for low-power hardware implementation of image retrieval, the drawback of cnn-based feature descriptor is that it requires hundreds of megabytes of storage. to address this problem, this paper applies deep model quantization and compression to cnn in asic chip for image retrieval. it is demonstrated that the cnn-based features descriptor can be extracted using as few as 2-bit weights quantization to deliver a similar performance as floating-point model for image retrieval. in addition, to implement cnn in asic, especially for large scale images, the limited buffer size of chips should be considered. to retrieve large scale images, we propose an improved pooling strategy, region nested invariance pooling (rnip), which uses cropped sub-images for cnn. testing results on chip show that integrating rnip with the proposed 2-bit cnn model compression approach is capable of retrieving large scale images."
Xiaochun Li,Xiaochun Li,1,http://arxiv.org/abs/1905.03362v1,cs.AI,"2-bit model compression of deep convolutional neural network on asic engine for image retrieval. image retrieval utilizes image descriptors to retrieve the most similar images to a given query image. convolutional neural network (cnn) is becoming the dominant approach to extract image descriptors for image retrieval. for low-power hardware implementation of image retrieval, the drawback of cnn-based feature descriptor is that it requires hundreds of megabytes of storage. to address this problem, this paper applies deep model quantization and compression to cnn in asic chip for image retrieval. it is demonstrated that the cnn-based features descriptor can be extracted using as few as 2-bit weights quantization to deliver a similar performance as floating-point model for image retrieval. in addition, to implement cnn in asic, especially for large scale images, the limited buffer size of chips should be considered. to retrieve large scale images, we propose an improved pooling strategy, region nested invariance pooling (rnip), which uses cropped sub-images for cnn. testing results on chip show that integrating rnip with the proposed 2-bit cnn model compression approach is capable of retrieving large scale images."
Wenhan Zhang,Wenhan Zhang,1,http://arxiv.org/abs/1905.03362v1,cs.AI,"2-bit model compression of deep convolutional neural network on asic engine for image retrieval. image retrieval utilizes image descriptors to retrieve the most similar images to a given query image. convolutional neural network (cnn) is becoming the dominant approach to extract image descriptors for image retrieval. for low-power hardware implementation of image retrieval, the drawback of cnn-based feature descriptor is that it requires hundreds of megabytes of storage. to address this problem, this paper applies deep model quantization and compression to cnn in asic chip for image retrieval. it is demonstrated that the cnn-based features descriptor can be extracted using as few as 2-bit weights quantization to deliver a similar performance as floating-point model for image retrieval. in addition, to implement cnn in asic, especially for large scale images, the limited buffer size of chips should be considered. to retrieve large scale images, we propose an improved pooling strategy, region nested invariance pooling (rnip), which uses cropped sub-images for cnn. testing results on chip show that integrating rnip with the proposed 2-bit cnn model compression approach is capable of retrieving large scale images."
Hua Zhou,Hua Zhou,1,http://arxiv.org/abs/1905.03362v1,cs.AI,"2-bit model compression of deep convolutional neural network on asic engine for image retrieval. image retrieval utilizes image descriptors to retrieve the most similar images to a given query image. convolutional neural network (cnn) is becoming the dominant approach to extract image descriptors for image retrieval. for low-power hardware implementation of image retrieval, the drawback of cnn-based feature descriptor is that it requires hundreds of megabytes of storage. to address this problem, this paper applies deep model quantization and compression to cnn in asic chip for image retrieval. it is demonstrated that the cnn-based features descriptor can be extracted using as few as 2-bit weights quantization to deliver a similar performance as floating-point model for image retrieval. in addition, to implement cnn in asic, especially for large scale images, the limited buffer size of chips should be considered. to retrieve large scale images, we propose an improved pooling strategy, region nested invariance pooling (rnip), which uses cropped sub-images for cnn. testing results on chip show that integrating rnip with the proposed 2-bit cnn model compression approach is capable of retrieving large scale images."
Yequn Zhang,Yequn Zhang,1,http://arxiv.org/abs/1905.03362v1,cs.AI,"2-bit model compression of deep convolutional neural network on asic engine for image retrieval. image retrieval utilizes image descriptors to retrieve the most similar images to a given query image. convolutional neural network (cnn) is becoming the dominant approach to extract image descriptors for image retrieval. for low-power hardware implementation of image retrieval, the drawback of cnn-based feature descriptor is that it requires hundreds of megabytes of storage. to address this problem, this paper applies deep model quantization and compression to cnn in asic chip for image retrieval. it is demonstrated that the cnn-based features descriptor can be extracted using as few as 2-bit weights quantization to deliver a similar performance as floating-point model for image retrieval. in addition, to implement cnn in asic, especially for large scale images, the limited buffer size of chips should be considered. to retrieve large scale images, we propose an improved pooling strategy, region nested invariance pooling (rnip), which uses cropped sub-images for cnn. testing results on chip show that integrating rnip with the proposed 2-bit cnn model compression approach is capable of retrieving large scale images."
Yongxiong Ren,Yongxiong Ren,1,http://arxiv.org/abs/1905.03362v1,cs.AI,"2-bit model compression of deep convolutional neural network on asic engine for image retrieval. image retrieval utilizes image descriptors to retrieve the most similar images to a given query image. convolutional neural network (cnn) is becoming the dominant approach to extract image descriptors for image retrieval. for low-power hardware implementation of image retrieval, the drawback of cnn-based feature descriptor is that it requires hundreds of megabytes of storage. to address this problem, this paper applies deep model quantization and compression to cnn in asic chip for image retrieval. it is demonstrated that the cnn-based features descriptor can be extracted using as few as 2-bit weights quantization to deliver a similar performance as floating-point model for image retrieval. in addition, to implement cnn in asic, especially for large scale images, the limited buffer size of chips should be considered. to retrieve large scale images, we propose an improved pooling strategy, region nested invariance pooling (rnip), which uses cropped sub-images for cnn. testing results on chip show that integrating rnip with the proposed 2-bit cnn model compression approach is capable of retrieving large scale images."
Yinbo Shi,Yinbo Shi,1,http://arxiv.org/abs/1905.03362v1,cs.AI,"2-bit model compression of deep convolutional neural network on asic engine for image retrieval. image retrieval utilizes image descriptors to retrieve the most similar images to a given query image. convolutional neural network (cnn) is becoming the dominant approach to extract image descriptors for image retrieval. for low-power hardware implementation of image retrieval, the drawback of cnn-based feature descriptor is that it requires hundreds of megabytes of storage. to address this problem, this paper applies deep model quantization and compression to cnn in asic chip for image retrieval. it is demonstrated that the cnn-based features descriptor can be extracted using as few as 2-bit weights quantization to deliver a similar performance as floating-point model for image retrieval. in addition, to implement cnn in asic, especially for large scale images, the limited buffer size of chips should be considered. to retrieve large scale images, we propose an improved pooling strategy, region nested invariance pooling (rnip), which uses cropped sub-images for cnn. testing results on chip show that integrating rnip with the proposed 2-bit cnn model compression approach is capable of retrieving large scale images."
Luiz F. O. Moura Santos,Luiz F. O. Moura Santos,1,http://arxiv.org/abs/1905.03427v1,cs.AI;cs.DS;math.OC,"variable neighborhood search for the bin packing problem with compatible categories. bin packing with conflicts (bpc) are problems in which items with compatibility constraints must be packed in the least number of bins, not exceeding the capacity of the bins and ensuring that non-conflicting items are packed in each bin. in this work, we introduce the bin packing problem with compatible categories (bpcc), a variant of the bpc in which items belong to conflicting or compatible categories, in opposition to the item-by-item incompatibility found in previous literature. it is a common problem in the context of last mile distribution to nanostores located in densely populated areas. to efficiently solve real-life sized instances of the problem, we propose a variable neighborhood search (vns) metaheuristic algorithm. computational experiments suggest that the algorithm yields good solutions in very short times while compared to linear integer programming running on a high-performance computing environment."
Hugo T. Y. Yoshizaki,Hugo T. Y. Yoshizaki,1,http://arxiv.org/abs/1905.03427v1,cs.AI;cs.DS;math.OC,"variable neighborhood search for the bin packing problem with compatible categories. bin packing with conflicts (bpc) are problems in which items with compatibility constraints must be packed in the least number of bins, not exceeding the capacity of the bins and ensuring that non-conflicting items are packed in each bin. in this work, we introduce the bin packing problem with compatible categories (bpcc), a variant of the bpc in which items belong to conflicting or compatible categories, in opposition to the item-by-item incompatibility found in previous literature. it is a common problem in the context of last mile distribution to nanostores located in densely populated areas. to efficiently solve real-life sized instances of the problem, we propose a variable neighborhood search (vns) metaheuristic algorithm. computational experiments suggest that the algorithm yields good solutions in very short times while compared to linear integer programming running on a high-performance computing environment."
Claudio B. Cunha,Claudio B. Cunha,1,http://arxiv.org/abs/1905.03427v1,cs.AI;cs.DS;math.OC,"variable neighborhood search for the bin packing problem with compatible categories. bin packing with conflicts (bpc) are problems in which items with compatibility constraints must be packed in the least number of bins, not exceeding the capacity of the bins and ensuring that non-conflicting items are packed in each bin. in this work, we introduce the bin packing problem with compatible categories (bpcc), a variant of the bpc in which items belong to conflicting or compatible categories, in opposition to the item-by-item incompatibility found in previous literature. it is a common problem in the context of last mile distribution to nanostores located in densely populated areas. to efficiently solve real-life sized instances of the problem, we propose a variable neighborhood search (vns) metaheuristic algorithm. computational experiments suggest that the algorithm yields good solutions in very short times while compared to linear integer programming running on a high-performance computing environment."
Yufei Han,Yufei Han,1,http://arxiv.org/abs/1905.02941v1,cs.AI;cs.LG;stat.ML,"robust federated training via collaborative machine teaching using trusted instances. federated learning performs distributed model training using local data hosted by agents. it shares only model parameter updates for iterative aggregation at the server. although it is privacy-preserving by design, federated learning is vulnerable to noise corruption of local agents, as demonstrated in the previous study on adversarial data poisoning threat against federated learning systems. even a single noise-corrupted agent can bias the model training. in our work, we propose a collaborative and privacy-preserving machine teaching paradigm with multiple distributed teachers, to improve robustness of the federated training process against local data corruption. we assume that each local agent (teacher) have the resources to verify a small portions of trusted instances, which may not by itself be adequate for learning. in the proposed collaborative machine teaching method, these trusted instances guide the distributed agents to jointly select a compact while informative training subset from data hosted by their own. simultaneously, the agents learn to add changes of limited magnitudes into the selected data instances, in order to improve the testing performances of the federally trained model despite of the training data corruption. experiments on toy and real data demonstrate that our approach can identify training set bugs effectively and suggest appropriate changes to the labels. our algorithm is a step toward trustworthy machine learning."
Xiangliang Zhang,Xiangliang Zhang,1,http://arxiv.org/abs/1905.02941v1,cs.AI;cs.LG;stat.ML,"robust federated training via collaborative machine teaching using trusted instances. federated learning performs distributed model training using local data hosted by agents. it shares only model parameter updates for iterative aggregation at the server. although it is privacy-preserving by design, federated learning is vulnerable to noise corruption of local agents, as demonstrated in the previous study on adversarial data poisoning threat against federated learning systems. even a single noise-corrupted agent can bias the model training. in our work, we propose a collaborative and privacy-preserving machine teaching paradigm with multiple distributed teachers, to improve robustness of the federated training process against local data corruption. we assume that each local agent (teacher) have the resources to verify a small portions of trusted instances, which may not by itself be adequate for learning. in the proposed collaborative machine teaching method, these trusted instances guide the distributed agents to jointly select a compact while informative training subset from data hosted by their own. simultaneously, the agents learn to add changes of limited magnitudes into the selected data instances, in order to improve the testing performances of the federally trained model despite of the training data corruption. experiments on toy and real data demonstrate that our approach can identify training set bugs effectively and suggest appropriate changes to the labels. our algorithm is a step toward trustworthy machine learning."
Shreyansh Gandhi,Shreyansh Gandhi,1,http://arxiv.org/abs/1905.02234v2,cs.AI;cs.CV;cs.LG,"image matters: scalable detection of offensive and non-compliant content / logo in product images. in e-commerce, product content, especially product images have a significant influence on a customer's journey from product discovery to evaluation and finally, purchase decision. since many e-commerce retailers sell items from other third-party marketplace sellers besides their own, the content published by both internal and external content creators needs to be monitored and enriched, wherever possible. despite guidelines and warnings, product listings that contain offensive and non-compliant images continue to enter catalogs. offensive and non-compliant content can include a wide range of objects, logos, and banners conveying violent, sexually explicit, racist, or promotional messages. such images can severely damage the customer experience, lead to legal issues, and erode the company brand. in this paper, we present a computer vision driven offensive and non-compliant image detection system for extremely large image datasets. this paper delves into the unique challenges of applying deep learning to real-world product image data from retail world. we demonstrate how we resolve a number of technical challenges such as lack of training data, severe class imbalance, fine-grained class definitions etc. using a number of practical yet unique technical strategies. our system combines state-of-the-art image classification and object detection techniques with budgeted crowdsourcing to develop a solution customized for a massive, diverse, and constantly evolving product catalog."
Samrat Kokkula,Samrat Kokkula,1,http://arxiv.org/abs/1905.02234v2,cs.AI;cs.CV;cs.LG,"image matters: scalable detection of offensive and non-compliant content / logo in product images. in e-commerce, product content, especially product images have a significant influence on a customer's journey from product discovery to evaluation and finally, purchase decision. since many e-commerce retailers sell items from other third-party marketplace sellers besides their own, the content published by both internal and external content creators needs to be monitored and enriched, wherever possible. despite guidelines and warnings, product listings that contain offensive and non-compliant images continue to enter catalogs. offensive and non-compliant content can include a wide range of objects, logos, and banners conveying violent, sexually explicit, racist, or promotional messages. such images can severely damage the customer experience, lead to legal issues, and erode the company brand. in this paper, we present a computer vision driven offensive and non-compliant image detection system for extremely large image datasets. this paper delves into the unique challenges of applying deep learning to real-world product image data from retail world. we demonstrate how we resolve a number of technical challenges such as lack of training data, severe class imbalance, fine-grained class definitions etc. using a number of practical yet unique technical strategies. our system combines state-of-the-art image classification and object detection techniques with budgeted crowdsourcing to develop a solution customized for a massive, diverse, and constantly evolving product catalog."
